Vacancy Created By,Reason,Vacancy Date,Nominee,Nomination,Circuit,CT,date
"Legge, Charles A.",Retired,2001-06-30,,,CA-N,Ninth Circuit,2002-07-08
"Karlton, Lawrence K.",Senior,2000-05-27,"England, Morrison C. Jr",2002-03-21,CA-E,Ninth Circuit,2002-07-08
"Keller, William",Senior,1999-10-29,,,CA-C,Ninth Circuit,2002-07-08
"Letts, J. Spencer",Senior,2000-12-19,,,CA-C,Ninth Circuit,2002-07-08
"Moreno, Carlos R.",Resigned,2001-10-18,,,CA-C,Ninth Circuit,2002-07-08
"Paez, Richard A.",Elevated,2000-03-09,,,CA-C,Ninth Circuit,2002-07-08
"Kay, Alan C.",Senior,2000-01-01,"Rohlfing, Frederick W.",2002-01-23,HI,Ninth Circuit,2002-07-08
"Jones, Robert E.",Senior,2000-05-01,,,OR,Ninth Circuit,2002-07-08
"Bryan, Robert J.",Senior,2000-11-01,"Leighton, Ronald B.",2002-01-23,WA-W,Ninth Circuit,2002-07-08
"Anderson, Stephen H.",Senior,2000-01-01,"McConnell, Michael W.",2001-09-04,CCA,Tenth Circuit,2002-07-08
"Porfilio, John C.",Senior,1999-10-15,"Tymkovich, Timothy M.",2001-09-04,CCA,Tenth Circuit,2002-07-08
"Cox, Emmett Ripley",Senior,2000-12-18,"Steele, William H.",2001-10-09,CCA,Eleventh Circuit,2002-07-08
"Buttram, H. Dean Jr",Resigned,2002-06-30,,,AL-N,Eleventh Circuit,2002-07-08
"De Ment, Ira",Senior,2002-04-15,,,AL-M,Eleventh Circuit,2002-07-08
"Vollmer, Richard W., Jr",Senior,2000-12-31,,,AL-S,Eleventh Circuit,2002-07-08
PL 106-113,New Position,1999-11-29,"Corrigan, Timothy J.",2002-05-22,FL-M,Eleventh Circuit,2002-07-08
"Davis, Edward",Senior,2000-07-01,"Martinez, Jose E.",2002-01-23,FL-S,Eleventh Circuit,2002-07-08
"Highsmith, Shelby",Senior,2002-03-15,,,FL-S,Eleventh Circuit,2002-07-08
PL 106-553,New Position,2000-12-21,"Marra, Kenneth A.",2002-01-23,FL-S,Eleventh Circuit,2002-07-08
"Buckley, James L.",Senior,1996-08-31,"Roberts, John G. Jr.",2001-09-04,CCA,District of Columbia Circuit,2002-07-08
"Silberman, Laurence H.",Senior,2000-11-01,,,CCA,District of Columbia Circuit,2002-07-08
"Wald, Patricia M.",Retired,1999-11-16,"Estrada, Miguel A.",2001-09-04,CCA,District of Columbia Circuit,2002-07-08
"Williams, Stephen F.",Senior,2001-09-30,,,CCA,District of Columbia Circuit,2002-07-08
"Jackson, Thomas P",Senior,2002-01-31,,,DC,District of Columbia Circuit,2002-07-08
"Goldberg, Richard",Senior,2001-04-02,"Stanceu, Timothy C.",2001-12-19,USIT,International Trade,2002-07-08
